date,mean_polarity,mean_subjectivity,mean_text_length,min_polarity,min_subjectivity,min_text_length,max_polarity,max_subjectivity,max_text_length,weekday_1,weekday_2,weekday_3,weekday_4,weekday_5,weekday_6,month_10,month_11,month_12,month_2,month_3,month_4,month_5,month_6,month_7,month_8,month_9,next_day_followers_percent_change
2017-01-11,-0.06347222222222222,0.38240740740740736,108.5,-0.16666666666666666,0.0,41,0.095,0.65,140,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.6789745782636
2017-01-12,0.1388888888888889,0.649537037037037,131.66666666666666,-0.5916666666666667,0.3333333333333333,94,0.65,0.875,140,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.8315643103919315
2017-01-13,0.09812500000000002,0.49531250000000004,126.75,-0.3666666666666667,0.0,49,0.75,0.9666666666666668,140,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5687846480875014
2017-01-14,-0.16111111111111112,0.5722222222222223,117.33333333333333,-0.3583333333333334,0.4,79,0.125,0.75,140,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.44691361608998653
2017-01-15,0.01668357683982685,0.5654761904761905,135.0,-0.4948051948051947,0.0,104,0.4166666666666667,1.0,144,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.47241403216720657
2017-01-16,0.25527777777777777,0.4633333333333334,137.66666666666666,-0.2675,0.2,135,0.8333333333333334,0.75,140,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5073796979922984
2017-01-17,0.16525236127508855,0.45300570641479737,123.81818181818181,-0.4875,0.0,68,1.0,0.75,140,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5750837986254954
2017-01-18,0.26190104166666667,0.4943055555555555,123.125,-0.3947916666666666,0.0,66,1.0,1.0,144,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5575312063041092
2017-01-19,0.36180555555555555,0.4626736111111111,102.75,-0.0625,0.0,52,1.0,0.9,140,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5793964861962942
2017-01-20,0.14395604395604394,0.22912087912087914,103.15384615384616,0.0,0.0,41,1.0,1.0,140,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.7142651237146863
2017-01-21,0.671875,0.753125,131.5,0.44375,0.63125,128,0.9,0.875,135,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2.302214608696196
2017-01-22,0.1783333333333334,0.6416666666666666,138.0,-0.6999999999999998,0.5,137,0.6300000000000001,0.7600000000000001,140,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1.5036585608069344
2017-01-23,0.13333333333333333,0.43333333333333335,139.0,0.13333333333333333,0.43333333333333335,139,0.13333333333333333,0.43333333333333335,139,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.3887062932474348
2017-01-24,0.3338068181818182,0.3068181818181818,131.75,0.0,0.0,122,1.0,0.75,140,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.7829497560730972
2017-01-25,-0.04642857142857144,0.44898809523809524,123.125,-1.0,0.0,74,0.425,1.0,140,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.7587765080381009
2017-01-26,0.08988095238095238,0.4444264069264069,119.18181818181819,-0.6875,0.0,60,0.5,1.0,140,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0988219770608685
2017-01-27,0.091875,0.3667857142857143,102.71428571428571,-0.169375,0.0,57,0.4375,0.775,138,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0584053424579536
2017-01-28,-0.038035714285714284,0.47738095238095235,120.6,-0.30000000000000004,0.0,74,0.5,0.675,140,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.6733425877582954
2017-01-29,-0.13413052721088436,0.6127125850340135,119.42857142857143,-0.625,0.42857142857142855,74,0.5,1.0,144,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.6016806122500649
2017-01-30,-0.015162337662337646,0.40095238095238095,135.57142857142858,-0.7874999999999999,0.0,117,0.3,0.6666666666666666,140,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.7841046561939831
2017-01-31,-0.17578125,0.5333333333333333,139.0,-0.625,0.1,137,0.09765625000000004,1.0,140,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.7723749884730776
2017-02-01,0.14346590909090912,0.6791666666666667,98.75,-0.7874999999999999,0.5,57,0.8,0.8,140,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0.5833944296265254
2017-02-02,0.1015151515151515,0.6057765151515151,124.625,-1.0,0.2833333333333333,71,0.8666666666666667,1.0,140,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0.5048383565989505
2017-02-03,0.0712693473854188,0.6294067374424517,117.71428571428571,-1.0,0.30000000000000004,39,0.75,1.0,140,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0.6308851450862103
2017-02-04,-0.07061507936507934,0.6323743386243387,125.88888888888889,-0.6999999999999998,0.125,25,1.0,1.0,147,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0.7739534430550463
2017-02-05,0.10733796296296298,0.5981481481481481,113.66666666666667,-0.47125,0.25,68,0.7,1.0,138,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0.7648417554086392
2017-02-06,0.03204365079365077,0.6383928571428572,117.0,-0.35625,0.0,58,0.4166666666666666,0.85,142,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0.7624282277718349
2017-02-07,-0.089,0.7290000000000001,139.8,-0.75,0.4500000000000001,133,0.9,0.9,148,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0.5433586186512502
2017-02-08,0.10972222222222226,0.6535353535353536,122.45454545454545,-0.7000000000000001,0.375,79,0.575,1.0,141,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0.4141685986794508
2017-02-09,0.09104211760461761,0.4656247745310246,120.875,-0.005555555555555572,0.0,57,0.30952380952380953,1.0,140,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0.4686044957454817
2017-02-10,-0.10208333333333335,0.7291666666666666,125.33333333333333,-0.4,0.6875,109,0.375,0.75,140,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0.567918604193932
2017-02-11,0.3754320987654321,0.5496913580246914,135.0,-0.35000000000000003,0.2888888888888889,124,1.0,0.8016666666666666,140,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0.4552361864743061
2017-02-12,-0.043136160714285714,0.39813988095238095,123.75,-0.5625,0.0,87,0.5,0.7000000000000001,144,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0.39386410282348205
2017-02-13,0.6666666666666666,0.6333333333333333,121.33333333333333,0.0,0.0,81,1.0,1.0,144,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0.40702304336642564
2017-02-14,0.08383838383838384,0.3229797979797979,130.33333333333334,-0.5,0.0,106,0.8,0.75,142,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0.26195607997356707
2017-02-15,0.07272727272727274,0.45416666666666666,125.72727272727273,-0.5,0.0,80,1.0,0.9,144,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0.25173040203429686
2017-02-16,-0.045568181818181806,0.5894949494949494,117.0,-0.6624999999999999,0.0,71,0.4490909090909091,1.0,140,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0.3261144496311824
2017-02-17,0.0205952380952381,0.47309523809523807,119.875,-0.25,0.0,78,0.19,1.0,140,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0.3873613049904543
2017-02-18,0.06270833333333334,0.3154166666666667,101.25,-0.0625,0.15,64,0.25,0.5,140,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0.2769387308754154
2017-02-19,0.0,0.0,140.0,0.0,0.0,140,0.0,0.0,140,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0.2698091413285542
2017-02-20,0.3915178571428572,0.6622023809523809,77.75,-0.19642857142857145,0.5,48,0.9,0.875,139,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0.27668598708515374
2017-02-21,0.07272727272727274,0.7702020202020202,113.0,-0.375,0.4772727272727273,72,0.5,1.0,136,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0.28252995327320674
2017-02-22,0.48,0.41,138.5,0.41,0.35,137,0.55,0.47,140,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0.21660449319130726
2017-02-23,0.25,0.5,79.0,0.25,0.5,79,0.25,0.5,79,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0.10454636773700038
2017-02-24,-0.22916666666666666,0.3375000000000001,97.66666666666667,-1.0,0.0,14,0.0,1.0,140,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0.25552145059167225
2017-02-25,0.21878306878306877,0.4041335978835979,129.57142857142858,-0.10833333333333332,0.0,80,0.775,0.9166666666666666,142,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0.17630207862860625
2017-02-26,-0.025520833333333326,0.5041666666666667,126.75,-0.375,0.10000000000000002,93,0.20625000000000004,0.75,139,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0.20655219554574905
2017-02-27,0.5166666666666666,0.5,126.5,0.5,0.5,113,0.5333333333333333,0.5,140,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0.38575397732863503
2017-02-28,0.5,0.5,59.0,0.5,0.5,59,0.5,0.5,59,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0.25777772304100466
2017-03-01,0.04545454545454545,0.16666666666666666,47.0,0.0,0.0,10,0.13636363636363635,0.5,87,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0.20356244581726696
2017-03-02,0.2,0.5399999999999999,136.0,0.2,0.5399999999999999,136,0.2,0.5399999999999999,136,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0.14566667253761134
2017-03-03,0.1692191142191142,0.42171328671328673,117.84615384615384,-0.325,0.0,49,1.0,0.875,140,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0.19387774313104963
2017-03-04,-0.14901137222565794,0.47718211021782453,136.42857142857142,-1.0,0.04791666666666666,129,0.5,1.0,140,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0.155968155895778
2017-03-05,0.27314814814814814,0.6361111111111111,123.66666666666667,0.033333333333333326,0.4,101,0.7111111111111111,0.8333333333333334,136,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0.3246991633993569
2017-03-06,0.2550595238095238,0.30714285714285716,123.0,0.0,0.0,100,0.625,0.75,138,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0.26827037867910775
2017-03-07,-0.05891328651094277,0.45015256734006737,136.0,-1.0,0.0,128,0.625,1.0,140,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0.22045844211772422
2017-03-08,0.37609427609427604,0.5593574635241302,115.33333333333333,0.0,0.0,65,1.0,0.875,137,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0.2031637922590682
2017-03-09,0.25555555555555554,0.25,131.0,0.0,0.0,114,0.7666666666666666,0.75,140,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0.13770909718440172
2017-03-10,0.0,0.0,104.0,0.0,0.0,104,0.0,0.0,104,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0.2593553917197918
2017-03-11,0.10000000000000002,0.7833333333333333,138.0,0.10000000000000002,0.7833333333333333,138,0.10000000000000002,0.7833333333333333,138,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0.17280141505327937
2017-03-14,0.35625,0.3125,64.5,0.0,0.0,41,0.7125,0.625,88,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0.15453815643029656
2017-03-15,0.09488095238095239,0.3204761904761905,115.85714285714286,-0.2125,0.0,64,0.5,0.6,140,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0.1708283051908577
2017-03-16,0.5296296296296297,0.5041666666666667,104.16666666666667,0.0,0.0,55,1.0,0.9,144,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0.15179474452023614
2017-03-21,0.22986111111111113,0.2638888888888889,132.75,0.0,0.0,108,0.75,0.625,148,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1.0134220281886182
2017-03-22,-0.18229166666666669,0.3208333333333333,37.0,-0.18229166666666669,0.3208333333333333,37,-0.18229166666666669,0.3208333333333333,37,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0.1809706405633212
2017-03-23,0.2375,0.46333333333333326,130.0,-0.16666666666666666,0.1,116,0.7125,0.75,143,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0.18759614735448918
2017-03-24,0.19375,0.596875,141.75,-0.17499999999999993,0.2333333333333333,140,0.5,1.0,144,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0.11252831327585067
2017-03-25,0.65,0.5916666666666667,91.0,0.0,0.0,52,1.0,1.0,124,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0.20252006572212003
2017-03-26,0.0,0.0,144.0,0.0,0.0,144,0.0,0.0,144,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0.14591412116040797
2017-03-27,0.2986111111111112,0.5097222222222222,116.0,0.2986111111111112,0.5097222222222222,116,0.2986111111111112,0.5097222222222222,116,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0.15725597353671733
2017-03-28,0.14515151515151514,0.400560606060606,120.4,-0.5,0.0,47,0.625,1.0,144,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0.13800721715686812
2017-03-29,-0.05528273809523809,0.3772321428571428,135.0,-0.2380952380952381,0.0,127,0.016964285714285723,0.8303571428571428,139,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0.13831502019594807
2017-03-30,0.15231481481481482,0.5324074074074074,121.55555555555556,-0.25,0.0,85,0.8,0.875,141,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0.13960854424330627
2017-03-31,0.23697916666666666,0.39088541666666665,116.5,-0.016666666666666666,0.0,47,0.8,0.9,140,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0.0787233543977165
2017-04-01,-0.004238095238095231,0.6254285714285714,136.57142857142858,-0.5,0.4583333333333333,123,0.5,1.0,140,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0.13425006490486874
2017-04-02,0.019444444444444448,0.48888888888888893,118.0,-0.19166666666666665,0.30000000000000004,74,0.25,0.6666666666666666,143,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0.13178681349242066
2017-04-03,0.21041666666666664,0.34791666666666665,126.875,0.0,0.0,88,0.4,0.7,143,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0.13017995518304837
2017-04-04,0.2027777777777778,0.5,109.66666666666667,0.0,0.0,74,0.6083333333333334,0.875,144,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0.13980452994502462
2017-04-05,0.21666666666666665,0.5666666666666667,143.0,0.21666666666666665,0.5666666666666667,143,0.21666666666666665,0.5666666666666667,143,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0.12785123350536648
2017-04-06,0.0,0.0,102.0,0.0,0.0,64,0.0,0.0,140,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0.15018464166503173
2017-04-09,0.12222222222222225,0.4638888888888889,78.0,0.0,0.1,68,0.2444444444444445,0.8277777777777778,88,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0.15495336858108874
2017-04-10,0.5333333333333333,0.5833333333333334,100.33333333333333,0.0,0.0,47,0.8,1.0,140,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0.15007356682444348
2017-04-11,0.578125,0.68125,139.5,0.3625,0.475,137,0.9,0.875,142,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0.14207011835400057
